Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
135,94222,Once We Were Dreamers,1987,Drama,A commune of young Jews from Europe establish a settlement in the Sinai Desert after World War I.
136,14775586,Let It Be Morning,2021,Drama,A gently satirical tale of a man and his family trapped by military blockade inside a tiny Arab village in Israel.
137,287471,Late Marriage,2001,"Comedy, Drama, Romance","Zaza is a 31-year old Israeli bachelor, handsome and intelligent, and his family wants to see him married. But tradition dictates that Zaza has to choose a young virgin. She must be beautiful and from a good family, preferably rich. Zaza's parents, Yasha and Lily drag Zaza to meet potential brides and their families. Zaza has no choice. He plays along with his family, advocates of the suffocating traditions of their Georgian Jewish heritage. But Zaza always manages to somehow get out of being engaged. What his parents don't know is that Zaza is already in love. Judith is sensuous, strong and intriguing. She's also a divorcée with a 6-year-old daughter. So Zaza has kept Judith a secret from his family. He will have to choose between respect of the strict confines of family and tradition, or the love of his life."
138,84629,Private Popsicle,1982,"Comedy, Drama, Romance","Three young Israeli men join the army, and it soon turns out that they're more interested in chasing skirts than following orders."
139,758732,Beaufort,2007,"Action, Drama, War",The story of a group of Israeli soldiers stationed in an outpost prior to the withdrawal of forces of 2000.
140,10638354,The Male Gaze: The Heat of the Night,2019,Drama,"When darkness falls, temperatures rise in these six stories about late night confessions, intimacy for sale, high speed hookups and full moon frissons. But when the sun comes up and reality reveals itself, will it have all been worth it?"
141,75188,The Sell-Out,1976,"Action, Drama, Thriller","While vacationing in Lebanon, a former secret agent finds he has been marked for assassination."
142,1077262,Ajami,2009,"Crime, Drama",Ajami is the religiously mixed community of Muslims and Christians in Tel Aviv. These are five stories about the everyday life in Ajami.
143,119678,Minotaur,1997,"Romance, Thriller","Alex Abramov is Mossad secret agent looking after some bad guys. He falls in love with young music student Thea, but can not reveal himself and sends her gifts secretly. Thea first thinks that it must be another student, G.R., who sends gifts, and bad guys, knowing about Alex's feelings towards Thea, attack G.R. by mistake."
144,104754,The Long Shadow,1992,Drama,"The story of a young man, Romándy, a famous stage actor, who is notified of the death of his father, Raphael an archaeologist whom he has never seen. In Israel where his father is buried, he meets with his father's young widow, Katherine and her lover, Johann, a movie director who need the son to play his father in a missing scene about his father. But the physical similarities are too much for the young widow and she soon finds herself falling in love with her stepson."
145,1407081,Surrogate,2008,Drama,"Eli is a 32 year old man who has problems with relationships with women. Hagar is a surrogate, an alternative partner for practical, sexual therapy. They meet once a week and practice a relationship and intimacy in laboratory conditions. The fictitious relationship between them exposes them both physically and emotionally and brings to surface repressed fears from the real world. The changes Eli goes through during the therapy, along with the secrets revealed, not only shake his own life, but also the life of his family. Between clinic walls, due to an ""artificial"" process, Eli learns how to love for the first time."
146,11478458,Berenshtein,2021,"Biography, History, War","The last of the great partisans, who located Hitler's ""wonder weapon"", returns to the war that took away his feelings and identity, but failed to rob him of his values as a human being."
147,392613,Temptation,2002,"Drama, Romance","Daphne's life is peaceful. She has solid marriage with a successful lawyer, two charming children and a nice local bookshop. Recently her father passed away and left her a good deal of money, but besides that it's the same old routine. This routine is about to abruptly change when Daphne befriends with Ami. Ami's life is much less peaceful. He is a hi-tech manager who just got laid off and he goes under a painful divorce. Their friendship grows into a passionate affair that shadows everything else. Ami gets a business proposal but can't use his money until the divorce will be settled. He's about to decline but Daphne suggests he will take a loan and she will provide her inheritance as a guarantee. But apparently Ami planned this all along. He disappears without returning the loan, knowing she won't file a complaint because that will expose their affair. Daphne is trapped, but determined to get revenge. She seeks help from Merav, her best friend: together they will teach Ami a lesson in business and pleasure."
148,8329290,The Golem,2018,"Drama, Horror","During an outbreak of a deadly plague in Lithuania, a mystical woman must save her tight-knit Jewish community from a gang of ruffians led by a local landowner, but the entity she conjures to protect them is a far greater evil."
149,476546,Little Heroes,2006,"Adventure, Family",A film about a special road trip of 3 good friends.
150,93098,Going Bananas,1987,"Adventure, Comedy","While on vacation in a fictitious African country, the young son of a US senator, his guardian and their guide must stop the corrupt local police chief and the shady owner of a local circus from capturing their new friend - a talking ape."
151,7059806,Almost Famous,2017,"Comedy, Drama, Music","ALMOST FAMOUS is a contemporary and relevant teen drama which faithfully describes the world of teenagers today, their language, relationship and the deep impact of social networks like Facebook and reality TV shows on their lives. The film sensitively unfolds the world of a gifted teenager for whom excelling is natural, but is willing to jeopardize it all in order to be popular and socially acceptable by her peers."
152,20848778,The Male Gaze: Fleeting Glances,2022,Drama,What can happen in a moment? A difficult decision can change your path in life. An innocent question can provide all the answers you need. A simple maneuver can open your eyes. Seven moments that will change their lives forever.
153,2131698,Zaytoun,2012,"Adventure, Drama, Thriller","Beirut, 1982: a young Palestinian refugee helps an Israeli fighter pilot escape from PLO captivity because he wants to visit his ancestral family home. En route through war-torn Lebanon their relationship develops into a close bond."
154,152257,Private Manoeuvres,1983,"Comedy, Drama","A spin-off film that centers around Yudale/Huey's mandatory Israeli army service, post boot camp. This time he helps his sergeant Shemesh beat a rival base, while also beating him to score with the visiting Swiss Ambassador's wife."
155,3837950,Villa Touma,2014,"Drama, Romance","Three unmarried aristocratic Christian sisters from Ramallah have shut themselves in their villa clinging desperately to their former glory, until their orphan niece, Badia, walks into their life and turns their world upside down"
156,419815,Holly,2006,Drama,"In Cambodia, Holly, a 12 year old Vietnamese girl, encounters Patrick, an American stolen artifacts dealer. The story follows their strong connection and her unrelenting efforts to escape her fate."
