,Unnamed: 0,Title,Year,Genre,Synopsis,IMDb id,Wiki Title,Wiki Plot,Wiki Summary
842,842,Melting Away,2011,Drama,"When Shlomo discovers in his trans daughter's Assaf room, women's clothing and accessories, he decides to 'teach the boy a lesson'. When Assaf returns to her parents' home on a rainy night from a party, her attempts to enter home fail. Her father, with the silent consent of her mother, locked the door. At present, 4 years later, Gallia turns to an investigation agency to help her find her daughter Assaf and bring him to Shlomo, her father who is dying of cancer. One night, at a night club in Tel Aviv, Assaf is seen performing as a beautiful transgender lady singer who goes by the name of Anna. After a few days a private nurse turns up at Shlomo's room at the hospital, sent as she claims by the insurance agency to assist Shlomo. The nurse is Anna (his daughter Assaf) and she manages to conquer Shlomo's heart by her charming personality and her special attitude toward life.",1820531,Melting Away,,"Melting Away  (Hebrew: נמס בגשם, Names Ba-Geshem) is a 2012 Israeli drama film written by Billy Ben-Moshe and directed by Doron Eran, starring Hen Yanni in the lead role. This is the first Israeli feature film deals with parents coping with their transgender child. 

"
843,843,Restless,2008,Comedy,"When Igor immigrates from Russia to Israel, he is recruited into the mandatory Israeli army reserve service. When his commanders learn the army food causes him to have very noisy farts, they order him to utilize this to defuse mines.",1075644,The Incredible Hulk (film),,"The Incredible Hulk is a 2008 American superhero film based on the Marvel Comics character the Hulk. Produced by Marvel Studios and distributed by Universal Pictures, it is the second film in the Marvel Cinematic Universe (MCU). It was directed by Louis Leterrier from a screenplay by Zak Penn, and stars Edward Norton as Bruce Banner alongside Liv Tyler, Tim Roth, Tim Blake Nelson, Ty Burrell, and William Hurt. In the film, Bruce Banner becomes the Hulk as an unwitting pawn in a military scheme to reinvigorate the ""Super-Soldier"" program through gamma radiation. Banner goes on the run from the military while attempting to cure himself of the Hulk.
After the mixed reception to Universal's 2003 film Hulk, Marvel Studios reacquired the rights to the character though Universal retained distribution rights. Leterrier, who had expressed interest in directing Iron Man for Marvel, was brought onboard and Penn began work on a script that would be much closer to the comics and the 1978 television series of the same name. In April 2007, Norton was hired to portray Banner and to rewrite Penn's screenplay. His script positioned the film as a reboot of the series, distancing it from the 2003 film to give the new version its own identity. Norton was ultimately not credited for his writing. Filming took place from July to November 2007, primarily in Toronto, Canada, with additional filming in New York City and Rio de Janeiro. Over 700 visual effects shots were created in post-production using a combination of motion capture and computer-generated imagery to complete the film.
The Incredible Hulk premiered at the Gibson Amphitheatre in Universal City, California, on June 8, 2008, and was released in the United States on June 13, as part of Phase One of the MCU. It received praise for its action sequences and was considered an improvement over the 2003 film, but it was criticized as generic and lacking in depth. The film grossed $264.8 million worldwide, making it the lowest-grossing film of the MCU. Norton disagreed with Marvel over the final edit of the film and was replaced in the role of Banner by Mark Ruffalo for future MCU content starting with The Avengers in 2012.

"
844,844,Kompot Na'alyim,1985,Drama,,151240,List of Israeli films of 1985,,"A list of films produced by the Israeli film industry in 1985.

"
845,845,Requiem for the Night,,"Action, Sci-Fi",,2643182,Selma Blair,,"Selma Blair Beitner (born June 23, 1972) is an American actress. She played a number of roles in films and on television before obtaining recognition for her leading role in the film Brown's Requiem (1998). Her breakthrough came when she starred as Zoe Bean on the WB sitcom Zoe, Duncan, Jack and Jane (1999–2000), and as Cecile Caldwell in the cult film Cruel Intentions (1999). She continued to find success with the comedies Legally Blonde (2001) and The Sweetest Thing (2002), and achieved international fame with her portrayal of Liz Sherman in the big-budget fantasy films Hellboy (2004) and Hellboy II: The Golden Army (2008).
Her other notable film credits include Storytelling (2001), A Guy Thing (2003), A Dirty Shame (2004), The Fog (2005), WΔZ (2007), Feast of Love (2007), The Poker House (2008), Dark Horse (2011), In Their Skin (2012), Ordinary World (2016), Mothers and Daughters (2016), Mom and Dad (2017), After (2019) and A Dark Foe (2020).
On television, she starred as Kim in the American remake of Kath & Kim (2008–2009); as Kate Wales on the sitcom Anger Management (2012–2014); and as Kris Jenner in the first season of the FX drama series American Crime Story (2016). In 2010, Blair narrated the audiobook The Diary of Anne Frank, earning a nomination for the Grammy Award for Best Spoken Word Album for Children."
846,846,Sh'Chur,1994,Drama,A Westernized teenager struggles to come to terms with the white magic practiced by members of her family.,111140,Sh'Chur,,"Sh'Chur (Hebrew: שחור) is a 1994 Israeli drama film starring Gila Almagor, Ronit Elkabetz and Hanna Azoulay-Hasfari. It was written by Hanna Azoulay Hasfari and directed by her partner Shmuel Hasfari. Sh'Chur received critical acclaim and was the 1994 official Israeli submission for the Academy Award for Best Foreign Language Film. It was also awarded the Ophir Award for best film by the Israeli Film and Television Academy. After its release, the film garnered various discussions in the Israeli press over its representation of the Moroccan community in Israel.

"
847,847,Sahkanim,1995,"Drama, Comedy",Respectable single father and tour boat captain Chico fights tooth and nail to maintain custody of his dear son Ben while developing a romantic relationship with beautiful lawyer Galia.,114325,Rami Heuberger,,"Rami Heuberger (Hebrew: רמי הויברגר; born October 12, 1963) is an Israeli  director, actor and entertainer.

"
848,848,Abba Ganuv,1987,Drama,Sory of young people that the dream is to become actors in the theater.,133331,List of Israeli films of 1987,,"A list of films produced by the Israeli film industry in 1987.

"
849,849,Salomonico,1972,"Comedy, Drama",The story of Salomonico who works in the Tel Aviv Port and tries to defend his house and his life.,121714,List of Israeli films of 1972,,"A list of films produced by the Israeli film industry in 1972.

"
850,850,Pas question le samedi,1965,Comedy,"Six sons of a recently deceased Jewish Casanova plan to receive their inheritance, and must convene in Israel and recite a Kaddish (memorial prayer) for their dad.",158070,List of Israeli films of 1965,,"A list of films produced by the Israeli film industry in 1965.

"
851,851,Tzomet volkan,1999,"Drama, Music","October 1973, a week before the Yom Kippur War. Five young men and one woman are on the verge of change, of facing new challenges, of beginning a new life. Vulcan Junction is a nostalgic voyage to the last days of innocence, last days of arrogance, last moments before a whole country is engulfed by a war that will change it forever.",242073,NA,NA,NA
852,852,Yeled Tov Yerushalyim,2016,"Comedy, Romance",,5680160,List of Israeli films of 2016,,"A list of films produced by the Israeli film industry released in 2016.

"
853,853,Magash Hakesef,1983,"Drama, Thriller",,144292,List of Israeli films of 1983,,"A list of films produced by the Israeli film industry in 1983.

"
854,854,Alice,2012,Drama,"The rehabilitation center houses and treats thirty young women who have suffered emotional crisis. Alice prefers as little communication as possible with the girls and performs only the basic demands of her job: Handing out medication, supervising meals and overseeing shower time.",2219896,Alice (2012 film),,"Alice (Hebrew: אליס) is a 2012 Israeli drama film, written and directed by Dana Goldberg, her debut feature film.

"
